question,relevant_document_ids,categories,authors,year
How does this system improve efficiency and accuracy in real-time decision making as per Abhinav Khattar's teamwork with others.?,9223,"cs.CL, cs.AI, cs.LG","NVIDIA, :, Aarti Basant, Abhijit Khairnar, Abhijit Paithankar, Abhinav Khattar, Adithya Renduchintala, Aditya Malte, Akhiad Bercovich, Akshay Hazare, Alejandra Rico, Aleksander Ficek, Alex Kondratenko, Alex Shaposhnikov, Alexander Bukharin, Ali Taghibakhshi, Amelia Barton, Ameya Sunil Mahabaleshwarkar, Amy Shen, Andrew Tao, Ann Guan, Anna Shors, Anubhav Mandarwal, Arham Mehta, Arun Venkatesan, Ashton Sharabiani, Ashwath Aithal, Ashwin Poojary, Ayush Dattagupta, Balaram Buddharaju, Banghua Zhu, Barnaby Simkin, Bilal Kartal, Bita Darvish Rouhani, Bobby Chen, Boris Ginsburg, Brandon Norick, Brian Yu, Bryan Catanzaro, Charles Wang, Charlie Truong, Chetan Mungekar, Chintan Patel, Chris Alexiuk, Christian Munley, Christopher Parisien, Dan Su, Daniel Afrimi, Daniel Korzekwa, Daniel Rohrer, Daria Gitman, David Mosallanezhad, Deepak Narayanan, Dima Rekesh, Dina Yared, Dmytro Pykhtar, Dong Ahn, Duncan Riach, Eileen Long, Elliott Ning, Eric Chung, Erick Galinkin, Evelina Bakhturina, Gargi Prasad, Gerald Shen, Haifeng Qian, Haim Elisha, Harsh Sharma, Hayley Ross, Helen Ngo, Herman Sahota, Hexin Wang, Hoo Chang Shin, Hua Huang, Iain Cunningham, Igor Gitman, Ivan Moshkov, Jaehun Jung, Jan Kautz, Jane Polak Scowcroft, Jared Casper, Jian Zhang, Jiaqi Zeng, Jimmy Zhang, Jinze Xue, Jocelyn Huang, Joey Conway, John Kamalu, Jonathan Cohen, Joseph Jennings, Julien Veron Vialard, Junkeun Yi, Jupinder Parmar, Kari Briski, Katherine Cheung, Katherine Luna, Keith Wyss, Keshav Santhanam, Kezhi Kong, Krzysztof Pawelec, Kumar Anik, Kunlun Li, Kushan Ahmadian, Lawrence McAfee, Laya Sleiman, Leon Derczynski, Luis Vega, Maer Rodrigues de Melo, Makesh Narsimhan Sreedhar, Marcin Chochowski, Mark Cai, Markus Kliegl, Marta Stepniewska-Dziubinska, Matvei Novikov, Mehrzad Samadi, Meredith Price, Meriem Boubdir, Michael Boone, Michael Evans, Michal Bien, Michal Zawalski, Miguel Martinez, Mike Chrzanowski, Mohammad Shoeybi, Mostofa Patwary, Namit Dhameja, Nave Assaf, Negar Habibi, Nidhi Bhatia, Nikki Pope, Nima Tajbakhsh, Nirmal Kumar Juluru, Oleg Rybakov, Oleksii Hrinchuk, Oleksii Kuchaiev, Oluwatobi Olabiyi, Pablo Ribalta, Padmavathy Subramanian, Parth Chadha, Pavlo Molchanov, Peter Dykas, Peter Jin, Piotr Bialecki, Piotr Januszewski, Pradeep Thalasta, Prashant Gaikwad, Prasoon Varshney, Pritam Gundecha, Przemek Tredak, Rabeeh Karimi Mahabadi, Rajen Patel, Ran El-Yaniv, Ranjit Rajan, Ria Cheruvu, Rima Shahbazyan, Ritika Borkar, Ritu Gala, Roger Waleffe, Ruoxi Zhang, Russell J. Hewett, Ryan Prenger, Sahil Jain, Samuel Kriman, Sanjeev Satheesh, Saori Kaji, Sarah Yurick, Saurav Muralidharan, Sean Narenthiran, Seonmyeong Bak, Sepehr Sameni, Seungju Han, Shanmugam Ramasamy, Shaona Ghosh, Sharath Turuvekere Sreenivas, Shelby Thomas, Shizhe Diao, Shreya Gopal, Shrimai Prabhumoye, Shubham Toshniwal, Shuoyang Ding, Siddharth Singh, Siddhartha Jain, Somshubra Majumdar, Soumye Singhal, Stefania Alborghetti, Syeda Nahida Akter, Terry Kong, Tim Moon, Tomasz Hliwiak, Tomer Asida, Tony Wang, Tugrul Konuk, Twinkle Vashishth, Tyler Poon, Udi Karpas, Vahid Noroozi, Venkat Srinivasan, Vijay Korthikanti, Vikram Fugro, Vineeth Kalluru, Vitaly Kurin, Vitaly Lavrukhin, Wasi Uddin Ahmad, Wei Du, Wonmin Byeon, Ximing Lu, Xin Dong, Yashaswi Karnati, Yejin Choi, Yian Zhang, Ying Lin, Yonggan Fu, Yoshi Suhara, Zhen Dong, Zhiyu Li, Zhongbo Zhu, Zijia Chen",2025
"What are the key findings of how well GPT-4o understand vision, according to Rahul Ramachandran et al.'s research?",300,"cs.CV, cs.AI, cs.LG","Rahul Ramachandran, Ali Garjani, Roman Bachmann, Andrei Atanov, Oğuzhan Fatih Kar, Amir Zamir",2025
How does evaluating multimodal foundation models on standard computer vision tasks help in understanding their capabilities as per Ali Garjani's teamwork with others.?,300,"cs.CV, cs.AI, cs.LG","Rahul Ramachandran, Ali Garjani, Roman Bachmann, Andrei Atanov, Oğuzhan Fatih Kar, Amir Zamir",2025
How does BootPIG enhance zero-shot personalized image generation in diffusion models?,16083,"cs.CV, cs.AI, cs.GR","Senthil Purushwalkam, Akash Gokul, Shafiq Joty, Nikhil Naik",2024
What are the implications of using pretrained Diffusion Models for customization tasks?,16083,"cs.CV, cs.AI, cs.GR","Senthil Purushwalkam, Akash Gokul, Shafiq Joty, Nikhil Naik",2024
Can MRI reconstruction maintain robustness against various transformations?,19069,eess.IV,"Jinghan Jia, Mingyi Hong, Yimeng Zhang, Mehmet Akçakaya, Sijia Liu",2022
How do deep learning methods adapt to image transformation challenges in medical imaging?,19069,eess.IV,"Jinghan Jia, Mingyi Hong, Yimeng Zhang, Mehmet Akçakaya, Sijia Liu",2022
What role does physics play in the predictive molecular latent space discovery process?,17281,"physics.chem-ph, stat.ML","Navid Shervani-Tabar, Nicholas Zabaras",2020
How can graph scattering improve variational autoencoder performance for Molecules?,17281,"physics.chem-ph, stat.ML","Navid Shervani-Tabar, Nicholas Zabaras",2020
In what ways do diffusion models aid in recovering unobserved states of dynamical systems?,15970,"cs.LG, cs.AI","Katsiaryna Haitsiukevich, Onur Poyraz, Pekka Marttinen, Alexander Ilin",2024
What are the benefits and limitations of using probabilistic neural operators with Diffusion Models?,15970,"cs.LG, cs.AI","Katsiaryna Haitsiukevich, Onur Poyraz, Pekka Marttinen, Alexander Ilin",2024
How does CARE improve building density estimation for Foundation Model fine-tuning?,2915,"cs.CV, cs.LG","Nikolaos Dionelis, Jente Bosmans, Nicolas Longépé",2025
Can confidence levels significantly impact regression estimations in EO models?,2915,"cs.CV, cs.LG","Nikolaos Dionelis, Jente Bosmans, Nicolas Longépé",2025
What are the challenges and opportunities of democratizing machine learning in computer vision?,13804,"cs.CV, cs.AI, cs.LG","Raymond Bond, Ansgar Koene, Alan Dix, Jennifer Boger, Maurice D. Mulvenna, Mykola Galushka, Bethany Waterhouse Bradley, Fiona Browne, Hui Wang, Alexander Wong",2019
How can human collaboration enhance AI's performance in visual tasks like pathology analysis?,13804,"cs.CV, cs.AI, cs.LG","Raymond Bond, Ansgar Koene, Alan Dix, Jennifer Boger, Maurice D. Mulvenna, Mykola Galushka, Bethany Waterhouse Bradley, Fiona Browne, Hui Wang, Alexander Wong",2019
"Evaluating Cell AI Foundation Models, how effective are they for kidney pathology studies?",19756,"cs.CV, cs.AI, eess.IV","Junlin Guo, Siqi Lu, Can Cui, Ruining Deng, Tianyuan Yao, Zhewen Tao, Yizhe Lin, Marilyn Lionts, Quan Liu, Juming Xiong, Yu Wang, Shilin Zhao, Catie Chang, Mitchell Wilkes, Mengmeng Yin, Haichun Yang, Yuankai Huo",2024
What role does Human-in-the-Loop play in enriching Kidney Pathology data interpretation with AI models?,19756,"cs.CV, cs.AI, eess.IV","Junlin Guo, Siqi Lu, Can Cui, Ruining Deng, Tianyuan Yao, Zhewen Tao, Yizhe Lin, Marilyn Lionts, Quan Liu, Juming Xiong, Yu Wang, Shilin Zhao, Catie Chang, Mitchell Wilkes, Mengmeng Yin, Haichun Yang, Yuankai Huo",2024
How is the Tokensome dataset contributing to marine wildlife video analysis and segmentation?,8821,"cs.CV, cs.AI, cs.MM","Quang-Trung Truong, Yuk-Kwan Wong, Vo Hoang Kim Tuyen Dang, Rinaldi Gotama, Duc Thanh Nguyen, Sai-Kit Yeung",2025
Can clip-level captioning improve understanding of underwater ecosystems through GPT technology?,8821,"cs.CV, cs.AI, cs.MM","Quang-Trung Truong, Yuk-Kwan Wong, Vo Hoang Kim Tuyen Dang, Rinaldi Gotama, Duc Thanh Nguyen, Sai-Kit Yeung",2025
"What are Genetic Vision-Language models, and how do they aid in cognitive karyotyping with Tokensome data?",6008,"cs.CV, cs.AI","Haoxi Zhang, Xinxu Zhang, Yuanxin Lin, Maiqi Wang, Yi Lai, Yu Wang, Linfeng Yu, Yufeng Xu, Ran Cheng, Edward Szczerbicki",2024
How does the integration of vision and language improve explainability in genetic studies using GPT technology?,6008,"cs.CV, cs.AI","Haoxi Zhang, Xinxu Zhang, Yuanxin Lin, Maiqi Wang, Yi Lai, Yu Wang, Linfeng Yu, Yufeng Xu, Ran Cheng, Edward Szczerbicki",2024
What techniques are used to manage attribute transitions seamlessly within video diffusion models?,9053,cs.CV,"Ling Lo, Kelvin C. K. Chan, Wen-Huang Cheng, Ming-Hsuan Yang",2025
Can prompt-based methods effectively control personalized attributes across different scenes in videos with Diffusion Models?,9053,cs.CV,"Ling Lo, Kelvin C. K. Chan, Wen-Huang Cheng, Ming-Hsuan Yang",2025
How does the DST improve ICA calcification mapping on CT scans?,5823,"eess.IV, cs.CV","Xiangjian Hou, Ebru Yaman Akcicek, Xin Wang, Kazem Hashemizadeh, Scott Mcnally, Chun Yuan, Xiaodong Ma",2025
What are the segment-specific advantages of using Depth-Sequence Transformer (DST)?,5823,"eess.IV, cs.CV","Xiangjian Hou, Ebru Yaman Akcicek, Xin Wang, Kazem Hashemizadeh, Scott Mcnally, Chun Yuan, Xiaodong Ma",2025
Can object-aware reasoning agents enhance audio-visual segmentation accuracy?,8824,"cs.MM, cs.CV, cs.MA, cs.SD, eess.AS","Jinxing Zhou, Yanghao Zhou, Mingfei Han, Tong Wang, Xiaojun Chang, Hisham Cholakkal, Rao Muhammad Anwer",2025
How does referring language influence visual and auditory data processing in AI systems?,8824,"cs.MM, cs.CV, cs.MA, cs.SD, eess.AS","Jinxing Zhou, Yanghao Zhou, Mingfei Han, Tong Wang, Xiaojun Chang, Hisham Cholakkal, Rao Muhammad Anwer",2025
"What synergistic benefits arise from combining CNNs, MLP-Mixers, and Vision Transformers for image classification?",6231,cs.CV,"Mk Bashar, Ocean Monjur, Samia Islam, Mohammad Galib Shams, Niamul Quader",2025
In what ways do ensemble learning techniques improve the performance of individual models like CNNs or transformers in computer vision tasks?,6231,cs.CV,"Mk Bashar, Ocean Monjur, Samia Islam, Mohammad Galib Shams, Niamul Quader",2025
How does maximum entropy regulation aid code review analysis using LLMs?,16429,"cs.SE, cs.AI, D.2.3; I.2.7","Yongda Yu, Guohao Shi, Xianwei Wu, Haochuan He, XueMing Gu, Qianqian Zhao, Kui Liu, Qiushi Wang, Zhao Tian, Haifeng Shen, Guoping Rong",2025
What are the implications of long-chain reasoning for understanding complex software systems through AI?,16429,"cs.SE, cs.AI, D.2.3; I.2.7","Yongda Yu, Guohao Shi, Xianwei Wu, Haochuan He, XueMing Gu, Qianqian Zhao, Kui Liu, Qiushi Wang, Zhao Tian, Haifeng Shen, Guoping Rong",2025
Can conditional GANs effectively generalize regression tasks across different domains?,1712,"cs.LG, cs.AI, stat.ML","Deddy Jobson, Eddy Hudson",2024
How do Conditional Generative Adversarial Networks (cGAN) adapt to various input conditions in predictive modeling?,1712,"cs.LG, cs.AI, stat.ML","Deddy Jobson, Eddy Hudson",2024
What role does transformed total variation play in image segmentation models?,18716,"cs.CV, cs.NA, eess.IV, math.NA","Elisha Dayag, Kevin Bui, Fredrick Park, Jack Xin",2024
"How can transformer-based methods improve the accuracy of medical imagery analysis, such as CT scans and MRIs?",18716,"cs.CV, cs.NA, eess.IV, math.NA","Elisha Dayag, Kevin Bui, Fredrick Park, Jack Xin",2024
Is it possible to detect transient events without subtracting background images using neural networks?,5656,"cs.CV, astro-ph.IM","Adi Inada, Masao Sako, Tatiana Acero-Cuellar, Federica Bianco",2025
What are the challenges in developing a model for non-subtractive image segmentation of dynamic scenes?,5656,"cs.CV, astro-ph.IM","Adi Inada, Masao Sako, Tatiana Acero-Cuellar, Federica Bianco",2025
How does sparsity affect sentence encoding within variational autoencoders (VAEs)?,10152,"cs.CL, cs.LG","Victor Prokhorov, Yingzhen Li, Ehsan Shareghi, Nigel Collier",2020
Can unsupervised learning methods effectively learn to encode sparse representations in natural language processing tasks?,10152,"cs.CL, cs.LG","Victor Prokhorov, Yingzhen Li, Ehsan Shareghi, Nigel Collier",2020
What transfer learning techniques are most effective for oral cancer detection using microscopic images?,7943,"cs.CV, cs.LG, eess.IV","Rutwik Palaskar, Renu Vyas, Vilas Khedekar, Sangeeta Palaskar, Pranjal Sahu",2020
How can pre-trained models be adapted to improve the accuracy of detecting malignanries on limited datasets like those in dentistry and pathology?,7943,"cs.CV, cs.LG, eess.IV","Rutwik Palaskar, Renu Vyas, Vilas Khedekar, Sangeeta Palaskar, Pranjal Sahu",2020
What insights does LD-Pruner provide for pruning latent diffusion models efficiently without prior knowledge of tasks?,15996,"cs.LG, cs.AI, cs.CV","Thibault Castells, Hyoung-Kyu Song, Bo-Kyeong Kim, Shinkook Choi",2024
How can task-agnostic approaches to model compression benefit the deployment of AI systems in resource-constrained environments?,15996,"cs.LG, cs.AI, cs.CV","Thibault Castells, Hyoung-Kyu Song, Bo-Kyeong Kim, Shinkook Choi",2024
How does the recursive likelihood ratio optimizer improve diffusion model performance?,15595,"cs.CV, cs.AI, cs.LG, stat.ML","Tao Ren, Zishi Zhang, Zehao Li, Jingyang Jiang, Shentao Qin, Guanghao Li, Yan Li, Yi Zheng, Xinping Li, Min Zhan, Yijie Peng",2025
What are key factors in informed fine-tuning for Zeroth-order Informed Fine-Tuning models?,15595,"cs.CV, cs.AI, cs.LG, stat.ML","Tao Ren, Zishi Zhang, Zehao Li, Jingyang Jiang, Shentao Qin, Guanghao Li, Yan Li, Yi Zheng, Xinping Li, Min Zhan, Yijie Peng",2025
Can GPT-4V enhance reticular chemistry data mining processes effectively?,6021,"cs.AI, cond-mat.mtrl-sci, cs.CV, cs.IR","Zhiling Zheng, Zhiguo He, Omar Khattab, Nakul Rampal, Matei A. Zaharia, Christian Borgs, Jennifer T. Chayes, Omar M. Yaghi",2023
How does image and data mining differ when using advanced language models like GPT-4V in chemical research?,6021,"cs.AI, cond-mat.mtrl-sci, cs.CV, cs.IR","Zhiling Zheng, Zhiguo He, Omar Khattab, Nakul Rampal, Matei A. Zaharia, Christian Borgs, Jennifer T. Chayes, Omar M. Yaghi",2023
What role do parametric shadows play in portrait generation with diffusion models?,15501,"cs.CV, cs.AI, eess.IV","Haoming Cai, Tsung-Wei Huang, Shiv Gehlot, Brandon Y. Feng, Sachin Shah, Guan-Ming Su, Christopher Metzler",2025
How can shadow control be optimized for better portraits without compromising realism?,15501,"cs.CV, cs.AI, eess.IV","Haoming Cai, Tsung-Wei Huang, Shiv Gehlot, Brandon Y. Feng, Sachin Shah, Guan-Ming Su, Christopher Metzler",2025
Which CNN architectures are most effective for TEM image denoising from first principles?,6267,"cond-mat.mtrl-sci, cs.CV, eess.IV","Jinwoong Chae, Sungwook Hong, Sungkyu Kim, Sungroh Yoon, Gunn Kim",2025
What challenges do researchers face when applying deep learning to electron microscopy images?,6267,"cond-mat.mtrl-sci, cs.CV, eess.IV","Jinwoong Chae, Sungwook Hong, Sungkyu Kim, Sungroh Yoon, Gunn Kim",2025
How does prompt length affect the performance of language models in recommendation systems?,12235,"cs.IR, cs.CL","Genki Kusano, Kosuke Akimoto, Kunihiro Takeoka",2024
"Can longer or shorter prompts yield better results for LLM-based recommendations, and why?",12235,"cs.IR, cs.CL","Genki Kusano, Kosuke Akimoto, Kunihiro Takeoka",2024
What improvements can be achieved by pretraining on large scale knowledge graphs for conversational recommender systems?,15118,"cs.IR, cs.AI","Chi-Man Wong, Fan Feng, Wen Zhang, Chi-Man Vong, Hui Chen, Yichi Zhang, Peng He, Huan Chen, Kun Zhao, Huajun Chen",2021
How does the size of a knowledge graph impact its effectiveness in enhancing recommendation accuracy?,15118,"cs.IR, cs.AI","Chi-Man Wong, Fan Feng, Wen Zhang, Chi-Man Vong, Hui Chen, Yichi Zhang, Peng He, Huan Chen, Kun Zhao, Huajun Chen",2021
In what ways has ATCO corpus contributed to advancements in ASR and NLU within air traffic control communications?,14541,"cs.CL, cs.AI, cs.SD, eess.AS","Juan Zuluaga-Gomez, Karel Veselý, Igor Szöke, Alexander Blatt, Petr Motlicek, Martin Kocour, Mickael Rigault, Khalid Choukri, Amrutha Prasad, Seyyed Saeed Sarfjoo, Iuliia Nigmatulina, Claudia Cevenini, Pavel Kolčárek, Allan Tart, Jan Černocký, Dietrich Klakow",2022
What unique challenges does the domain of air traffic control present for speech recognition technologies?,14541,"cs.CL, cs.AI, cs.SD, eess.AS","Juan Zuluaga-Gomez, Karel Veselý, Igor Szöke, Alexander Blatt, Petr Motlicek, Martin Kocour, Mickael Rigault, Khalid Choukri, Amrutha Prasad, Seyyed Saeed Sarfjoo, Iuliia Nigmatulina, Claudia Cevenini, Pavel Kolčárek, Allan Tart, Jan Černocký, Dietrich Klakow",2022
How do dense object matching techniques improve cross-view segmentation accuracy using DOMR models?,8832,cs.CV,"Jitong Liao, Yulu Gao, Shaofei Huang, Jialin Gao, Jie Lei, Ronghua Liang, Si Liu",2025
"Can Dense Object Matching be applied to other domains beyond image processing, and what are potential applications?",8832,cs.CV,"Jitong Liao, Yulu Gao, Shaofei Huang, Jialin Gao, Jie Lei, Ronghua Liang, Si Liu",2025
What foundational elements does the DAM model incorporate for time series forecasting in foundation learning contexts?,3209,cs.LG,"Luke Darlow, Qiwen Deng, Ahmed Hassan, Martin Asenov, Rajkarn Singh, Artjom Joosen, Adam Barker, Amos Storkey",2024
How can temporal patterns within data enhance predictive accuracy when using a Foundation Model like DAM?,3209,cs.LG,"Luke Darlow, Qiwen Deng, Ahmed Hassan, Martin Asenov, Rajkarn Singh, Artjom Joosen, Adam Barker, Amos Storkey",2024
In what ways has HyBiomass dataset advanced the field of geospatial analysis for forest biomass estimation?,19704,"cs.CV, eess.IV","Aaron Banze, Timothée Stassin, Nassim Ait Ali Braham, Rıdvan Salih Kuzu, Simon Besnard, Michael Schmitt",2025
What are some challenges in accurately estimating aboveground biomass from hyperspectral imagery data?,19704,"cs.CV, eess.IV","Aaron Banze, Timothée Stassin, Nassim Ait Ali Braham, Rıdvan Salih Kuzu, Simon Besnard, Michael Schmitt",2025
How can Wilderness SAR improve computer vision for natural environments?,3448,"cs.CV, cs.AI, cs.LG","Thomas Manzini, Robin Murphy",2023
What are the main challenges in Patricia Wu-Murad's research on explainability and interactivity?,3448,"cs.CV, cs.AI, cs.LG","Thomas Manzini, Robin Murphy",2023
Can interactive explanations enhance understanding of AI decisions in medical imaging?,8288,"cs.HC, cs.CV","Indu Panigrahi, Sunnie S. Y. Kim, Amna Liaqat, Rohan Jinturkar, Olga Russakovsky, Ruth Fong, Parastoo Abtahi",2025
How does progressive state matching affect fairness in federated learning for image classification?,8288,"cs.HC, cs.CV","Indu Panigrahi, Sunnie S. Y. Kim, Amna Liaqat, Rohan Jinturkar, Olga Russakovsky, Ruth Fong, Parastoo Abtahi",2025
What role does corpus size play in pre-training BERT models across languages?,3623,"eess.IV, cs.CV, cs.LG","Nannan Wu, Zhuo Kuang, Zengqiang Yan, Ping Wang, Li Yu",2025
Is there a quality shift impact on medical imaging classifications when using Federated Learning with RNNs?,3623,"eess.IV, cs.CV, cs.LG","Nannan Wu, Zhuo Kuang, Zengqiang Yan, Ping Wang, Li Yu",2025
How do state aliasing issues affect structured prediction accuracy in recurrent neural networks (RNNs)?,10102,"cs.LG, cs.AI, cs.CL","Layla El Asri, Adam Trischler",2019
What methods can mitigate the effects of state aliasing on image caption generation models?,10102,"cs.LG, cs.AI, cs.CL","Layla El Asri, Adam Trischler",2019
